gene_id,SRR21159093,SRR21159098
gene-LOC123369985|LOC123369985,0,0
gene-STARD13|STARD13,932,201
gene-RFC3|RFC3,350,659
gene-LOC123361690|LOC123361690,1,8
gene-PDS5B|PDS5B,551,2710
gene-LOC123370056|LOC123370056,0,0
gene-LOC123370062|LOC123370062,8,0
gene-LOC123370066|LOC123370066,702,3310
gene-N4BP2L1|N4BP2L1,1319,84
gene-BRCA2|BRCA2,175,2244
gene-LOC123346427|LOC123346427,0,0
gene-RXFP2|RXFP2,0,0
gene-HSPH1|HSPH1,51,10128
gene-FRY|FRY,2130,279
gene-TEX26|TEX26,87,772
gene-LOC123370131|LOC123370131,27,646
gene-B3GLCT|B3GLCT,681,384
gene-LOC123345390|LOC123345390,91,112
gene-MEDAG|MEDAG,1027,6570
gene-LOC123370266|LOC123370266,31,183
gene-USPL1|USPL1,1040,8824
gene-LOC123370284|LOC123370284,0,0
gene-KATNAL1|KATNAL1,115,3724
gene-HMGB1|HMGB1,3917,3221
gene-LOC123361714|LOC123361714,0,0
gene-UBL3|UBL3,1710,180
gene-SLC7A1|SLC7A1,399,115
gene-SLC46A3|SLC46A3,133,0
gene-MTUS2|MTUS2,9,105
gene-LOC123370325|LOC123370325,1554,1056
gene-FLT1|FLT1,418,280
gene-FLT3|FLT3,27,241
gene-PAN3|PAN3,1597,1748
gene-POLR1D|POLR1D,1133,1912
gene-LNX2|LNX2,824,3546
gene-MTIF3|MTIF3,830,1202
gene-GTF3A|GTF3A,129,1027
gene-USP12|USP12,91,730
gene-LOC123370516|LOC123370516,2,0
gene-WASF3|WASF3,87,1084
gene-CDK8|CDK8,102,4423
gene-RNF6|RNF6,461,2869
gene-SHISA2|SHISA2,40,64
gene-RPL21|RPL21,31080,6476
gene-LOC123362348|LOC123362348,4,0
gene-LOC123362331|LOC123362331,2,0
gene-NUP58|NUP58,372,709
gene-MTMR6|MTMR6,180,4611
gene-AMER2|AMER2,3,6
gene-LOC123348678|LOC123348678,0,3
gene-SPATA13|SPATA13,879,3855
gene-LOC123370686|LOC123370686,1546,743
gene-SGCG|SGCG,2,188
gene-LOC123370770|LOC123370770,12,0
gene-TNFRSF19|TNFRSF19,25,83
gene-SACS|SACS,670,641
gene-FGF9|FGF9,22,475
gene-LOC123370810|LOC123370810,0,2
gene-LOC123370806|LOC123370806,0,0
gene-MICU2|MICU2,829,544
gene-LOC123370803|LOC123370803,178,40
gene-ZDHHC20|ZDHHC20,2166,1662
gene-SKA3|SKA3,0,3788
gene-MRPL57|MRPL57,687,2038
gene-SAP18|SAP18,3395,3072
gene-LATS2|LATS2,974,487
gene-EEF1AKMT1|EEF1AKMT1,145,828
gene-IL17D|IL17D,35,47
gene-XPO4|XPO4,791,1286
gene-IFT88|IFT88,489,671
gene-LOC123370907|LOC123370907,0,7
gene-LOC123370917|LOC123370917,75,276
gene-CRYL1|CRYL1,3296,112
gene-ZMYM2|ZMYM2,586,2254
gene-LOC123370948|LOC123370948,0,0
gene-PSPC1|PSPC1,562,2231
gene-MPHOSPH8|MPHOSPH8,994,3703
gene-CENPJ|CENPJ,168,5434
gene-PARP4|PARP4,867,650
gene-ARHGAP20|ARHGAP20,38,3268
gene-ZC3H12C|ZC3H12C,85,407
gene-FDX1|FDX1,1813,922
gene-RDX|RDX,4857,2269
gene-DDX10|DDX10,281,3721
gene-C1H11orf65|C1H11orf65,4,0
gene-LOC123371126|LOC123371126,0,0
gene-POGLUT3|POGLUT3,1533,1262
gene-EXPH5|EXPH5,118,27
gene-SLC35F2|SLC35F2,18,103
gene-ELMOD1|ELMOD1,9,1788
gene-CUL5|CUL5,1538,3026
gene-ALKBH8|ALKBH8,124,728
gene-ATM|ATM,443,1657
gene-LOC123371133|LOC123371133,1741,4308
gene-ACAT1|ACAT1,8810,4071
gene-CWF19L2|CWF19L2,809,2515
gene-LOC123361757|LOC123361757,4,4
gene-AASDHPPT|AASDHPPT,735,1264
gene-KBTBD3|KBTBD3,182,62
gene-MSANTD4|MSANTD4,544,2538
gene-LOC123361753|LOC123361753,0,0
gene-GUCY1A2|GUCY1A2,96,85
gene-LOC123371252|LOC123371252,10969,28
gene-LOC123371245|LOC123371245,14285,0
gene-LOC123371268|LOC123371268,276,2
gene-LOC123371263|LOC123371263,639,0
gene-LOC123371256|LOC123371256,3759,0
gene-GRIA4|GRIA4,10,65
gene-PDGFD|PDGFD,68,1053
gene-LOC123371439|LOC123371439,14,0
gene-DCUN1D5|DCUN1D5,407,1020
gene-DYNC2H1|DYNC2H1,244,440
gene-LOC123371453|LOC123371453,115,0
gene-MMP7|MMP7,24,0
gene-LOC123371461|LOC123371461,0,0
gene-LOC123345322|LOC123345322,496,2
gene-LOC123345331|LOC123345331,6,0
gene-LOC123371457|LOC123371457,556,32
gene-TMEM123|TMEM123,833,194
gene-LOC123371486|LOC123371486,735,5425
gene-CEP126|CEP126,49,105
gene-ANGPTL5|ANGPTL5,0,128
gene-YAP1|YAP1,514,1408
gene-PGR|PGR,22,594
gene-LOC123371617|LOC123371617,0,0
gene-TRPC6|TRPC6,628,212
gene-ARHGAP42|ARHGAP42,1336,104
gene-CCDC82|CCDC82,993,1355
gene-LOC123371690|LOC123371690,17,6
gene-MAML2|MAML2,123,717
gene-LOC123371715|LOC123371715,0,26
gene-FAM76B|FAM76B,382,625
gene-MTMR2|MTMR2,441,768
gene-CEP57|CEP57,811,3968
gene-ENDOD1|ENDOD1,297,23
gene-SESN3|SESN3,1881,2790
gene-CWC15|CWC15,897,2952
gene-FUT4|FUT4,47,5
gene-C1H11orf97|C1H11orf97,20,133
gene-AMOTL1|AMOTL1,148,397
gene-LOC123371823|LOC123371823,0,15
gene-PIWIL4|PIWIL4,61,348
gene-GPR83|GPR83,13,41
gene-PANX1|PANX1,16,57
gene-HEPHL1|HEPHL1,6,98
gene-ANKRD49|ANKRD49,292,4109
gene-MRE11|MRE11,606,4942
gene-LOC123361818|LOC123361818,3,5
gene-LOC123371909|LOC123371909,878,0
gene-LOC123371992|LOC123371992,302,734
gene-DEUP1|DEUP1,0,187
gene-LOC123378198|LOC123378198,3,6
gene-SLC36A4|SLC36A4,23,292
gene-LOC123355311|LOC123355311,0,11
gene-VSTM5|VSTM5,0,0
gene-TAF1D|TAF1D,894,139
gene-LOC123362343|LOC123362343,0,0
gene-CEP295|CEP295,506,5149
gene-LOC123362349|LOC123362349,0,0
gene-MED17|MED17,1166,4175
gene-C1H11orf54|C1H11orf54,3658,114
gene-LOC123362302|LOC123362302,3,0
gene-LOC123362350|LOC123362350,8,2
gene-LOC123362341|LOC123362341,1,0
gene-LOC123362344|LOC123362344,6,0
gene-LOC123362338|LOC123362338,2,0
gene-LOC123362347|LOC123362347,17,0
gene-LOC123362340|LOC123362340,5,0
gene-LOC123362345|LOC123362345,21,2
gene-LOC123372138|LOC123372138,0,0
gene-CHORDC1|CHORDC1,549,6452
gene-LOC123372167|LOC123372167,0,0
gene-NOX4|NOX4,0,110
gene-TRNAG-UCC-2|TRNAG-UCC,0,0
gene-LOC123372141|LOC123372141,709,169
gene-FOLH1B|FOLH1B,42,531
gene-FAT3|FAT3,6304,739
gene-LOC123351492|LOC123351492,15,0
gene-TYR|TYR,0,17
gene-GRM5|GRM5,0,67
gene-LOC123362310|LOC123362310,0,0
gene-LOC123361837|LOC123361837,43,0
gene-LOC123361847|LOC123361847,61,1
gene-LOC123361855|LOC123361855,0,0
gene-LOC123372226|LOC123372226,0,0
gene-CTSC|CTSC,4506,374
gene-FZD4|FZD4,772,383
gene-TMEM135|TMEM135,1224,682
gene-PRSS23|PRSS23,499,148
gene-ME3|ME3,133,68
gene-CCDC81|CCDC81,0,121
gene-HIKESHI|HIKESHI,593,1034
gene-EED|EED,114,1521
gene-LOC123372339|LOC123372339,40,35
gene-PICALM|PICALM,1571,3629
gene-LOC123372385|LOC123372385,0,0
gene-CCDC89|CCDC89,4,11
gene-SYTL2|SYTL2,1679,7229
gene-CREBZF|CREBZF,1075,256
gene-CCDC90B|CCDC90B,1370,3441
gene-ANKRD42|ANKRD42,245,224
gene-PCF11|PCF11,2000,5100
gene-DLG2|DLG2,115,324
gene-LOC123372513|LOC123372513,0,9
gene-LOC123372490|LOC123372490,368,233
gene-LOC123372510|LOC123372510,11,19
gene-FAM181B|FAM181B,92,23
gene-LOC123372593|LOC123372593,513,7283
gene-RAB30|RAB30,1292,1805
gene-LOC123372588|LOC123372588,13,89
gene-DDIAS|DDIAS,1161,3994
gene-LOC123361959|LOC123361959,6,0
gene-LOC123362317|LOC123362317,0,0
gene-LOC123372635|LOC123372635,35,149
gene-NARS2|NARS2,508,765
gene-GAB2|GAB2,61,167
gene-LOC123372661|LOC123372661,0,0
gene-TENM4|TENM4,16,479
gene-LOC123348196|LOC123348196,48,6
gene-USP35|USP35,21,453
gene-KCTD21|KCTD21,426,353
gene-ALG8|ALG8,166,1429
gene-LOC123372698|LOC123372698,456,934
gene-INTS4|INTS4,683,4458
gene-AAMDC|AAMDC,1719,1114
gene-AQP11|AQP11,468,1178
gene-LOC123372767|LOC123372767,7,0
gene-RSF1|RSF1,1356,4779
gene-CLNS1A|CLNS1A,731,3793
gene-PAK1|PAK1,90,1073
gene-MYO7A|MYO7A,337,44
gene-LOC123372808|LOC123372808,38,69
gene-CAPN5|CAPN5,1349,1872
gene-LOC123372799|LOC123372799,54,84
gene-ACER3|ACER3,279,3237
gene-TSKU|TSKU,1750,7161
gene-LRRC32|LRRC32,17,0
gene-THAP12|THAP12,141,717
gene-EMSY|EMSY,426,956
gene-WNT11|WNT11,4,724
gene-UVRAG|UVRAG,657,14075
gene-MOGAT2|MOGAT2,9,6
gene-DGAT2|DGAT2,506,1956
gene-GDPD5|GDPD5,392,1585
gene-P2RY2|P2RY2,248,46
gene-FCHSD2|FCHSD2,863,919
gene-SERPINH1|SERPINH1,757,1442
gene-LOC123362329|LOC123362329,0,0
gene-LOC123362328|LOC123362328,0,0
gene-LOC123373026|LOC123373026,2,3
gene-RPS3|RPS3,19861,3083
gene-LOC123362330|LOC123362330,10,4
gene-LOC123362325|LOC123362325,0,0
gene-P2RY6|P2RY6,384,43
gene-RELT|RELT,0,266
gene-ARHGEF17|ARHGEF17,43,237
gene-PLEKHB1|PLEKHB1,149,359
gene-FAM168A|FAM168A,283,1564
gene-LOC123373201|LOC123373201,7,0
gene-RAB6A|RAB6A,4432,11825
gene-MRPL48|MRPL48,2087,1107
gene-LOC123373239|LOC123373239,191,2326
gene-PAAF1|PAAF1,294,2367
gene-LOC123373273|LOC123373273,11,0
gene-C2CD3|C2CD3,313,1708
gene-DNAJB13|DNAJB13,149,388
gene-LOC123373262|LOC123373262,6445,15609
gene-PPME1|PPME1,334,2431
gene-P4HA3|P4HA3,24,111
gene-LOC123375363|LOC123375363,0,0
gene-LOC123373380|LOC123373380,261,290
gene-LOC123373356|LOC123373356,112,29
gene-LOC123373407|LOC123373407,54,32
gene-SPCS2|SPCS2,827,1500
gene-XRRA1|XRRA1,105,286
gene-LOC123373425|LOC123373425,28,1889
gene-LOC123361923|LOC123361923,3,2
gene-CHRDL2|CHRDL2,0,248
gene-RNF169|RNF169,860,904
gene-LIPT2|LIPT2,63,46
gene-POLD3|POLD3,655,4141
gene-KCNE3|KCNE3,155,445
gene-LOC123373583|LOC123373583,22,0
gene-TPBGL|TPBGL,22,678
gene-PGM2L1|PGM2L1,920,3773
gene-WDR73|WDR73,321,1463
gene-SLCO2B1|SLCO2B1,5754,64
gene-LOC123361931|LOC123361931,0,4
gene-LOC123361938|LOC123361938,0,10
gene-ARRB1|ARRB1,769,258
gene-ATG16L2|ATG16L2,493,603
gene-PDE2A|PDE2A,439,238
gene-ARAP1|ARAP1,1055,1804
gene-LOC123373849|LOC123373849,0,0
gene-STARD10|STARD10,858,13147
gene-PHOX2A|PHOX2A,8,0
gene-CLPB|CLPB,378,1685
gene-LOC123373880|LOC123373880,0,8900
gene-LOC123373881|LOC123373881,5,20565
gene-LOC123373875|LOC123373875,146,197
gene-LOC123373892|LOC123373892,16,0
gene-INPPL1|INPPL1,1959,587
gene-TOMT|TOMT,1,0
gene-LOC123348004|LOC123348004,0,0
gene-ANAPC15|ANAPC15,526,1572
gene-LOC123348015|LOC123348015,40,10
gene-LAMTOR1|LAMTOR1,1507,4162
gene-LOC123353311|LOC123353311,6,0
gene-LOC123361861|LOC123361861,0,0
gene-XNDC1N|XNDC1N,61,27
gene-LOC123373980|LOC123373980,5,25
gene-LOC123361966|LOC123361966,0,0
gene-LOC123361975|LOC123361975,7,0
gene-LOC123353964|LOC123353964,0,61
gene-LOC123361950|LOC123361950,0,0
gene-LOC123374001|LOC123374001,0,0
gene-LOC123352162|LOC123352162,3,0
gene-LOC123373995|LOC123373995,3,0
gene-LOC123374007|LOC123374007,3,0
gene-LRRC51|LRRC51,52,23
gene-NUMA1|NUMA1,2108,14265
gene-LOC123373967|LOC123373967,141,382
gene-RNF121|RNF121,193,2599
gene-LOC123361986|LOC123361986,0,0
gene-LOC123374060|LOC123374060,0,0
gene-LOC123374012|LOC123374012,141,441
gene-LOC123374038|LOC123374038,71,0
gene-LOC123374046|LOC123374046,174,20
gene-LOC123374082|LOC123374082,393,59
gene-LOC123361716|LOC123361716,88,0
gene-LOC123367022|LOC123367022,2,0
gene-CHRNA10|CHRNA10,78,0
gene-LOC123365749|LOC123365749,0,0
gene-LOC123366407|LOC123366407,0,0
gene-LOC123361046|LOC123361046,0,0
gene-LOC123374091|LOC123374091,0,51
gene-LOC123374117|LOC123374117,0,0
gene-LOC123374128|LOC123374128,0,0
gene-LOC123374152|LOC123374152,0,1
gene-LOC123374148|LOC123374148,0,0
gene-LOC123374113|LOC123374113,0,0
gene-LOC123374108|LOC123374108,0,0
gene-LOC123378203|LOC123378203,0,0
gene-LOC123378242|LOC123378242,0,0
gene-LOC123378249|LOC123378249,0,0
gene-LOC123354862|LOC123354862,4,0
gene-LOC123374133|LOC123374133,8,0
gene-LOC123374138|LOC123374138,2,2
gene-PGAP2|PGAP2,108,653
gene-NUP98|NUP98,2966,13407
gene-RHOG|RHOG,1285,119
gene-LOC123374192|LOC123374192,179,281
gene-STIM1|STIM1,2236,1462
gene-RRM1|RRM1,986,15338
gene-LOC123362072|LOC123362072,40,61
gene-LOC123375995|LOC123375995,2,0
gene-LOC123351498|LOC123351498,3,2
gene-LOC123374368|LOC123374368,15,0
gene-LOC123374377|LOC123374377,16,0
gene-LOC123349225|LOC123349225,0,4
gene-LOC123362126|LOC123362126,0,0
gene-LOC123362134|LOC123362134,0,0
gene-LOC123373946|LOC123373946,13,1
gene-LOC123362139|LOC123362139,2,0
gene-LOC123349254|LOC123349254,25,0
gene-LOC123349337|LOC123349337,10,0
gene-LOC123371838|LOC123371838,2,0
gene-LOC123374416|LOC123374416,10,0
gene-LOC123362217|LOC123362217,4,0
gene-LOC123362244|LOC123362244,6,0
gene-LOC123362311|LOC123362311,49,7
gene-LOC123364065|LOC123364065,4,1
gene-LOC123362059|LOC123362059,2,0
gene-RPS11|RPS11,12614,2761
gene-LOC123362332|LOC123362332,3,0
gene-LOC123362333|LOC123362333,2,0
gene-LOC123362334|LOC123362334,5,0
gene-LOC123362342|LOC123362342,159,94
gene-LOC123364544|LOC123364544,6,0
gene-LOC123349825|LOC123349825,7,0
gene-LOC123374452|LOC123374452,2,3
gene-LOC123362547|LOC123362547,0,0
gene-LOC123354661|LOC123354661,3,0
gene-LOC123367822|LOC123367822,7,0
gene-LOC123374494|LOC123374494,243,334
gene-LOC123374505|LOC123374505,4,0
gene-LOC123362684|LOC123362684,4,0
gene-LOC123361725|LOC123361725,1,0
gene-LOC123362306|LOC123362306,1,0
gene-LOC123374628|LOC123374628,3569,0
gene-LOC123374624|LOC123374624,57505,342
gene-LOC123374637|LOC123374637,232,0
gene-LOC123363025|LOC123363025,2,0
gene-FHIP1B|FHIP1B,221,20
gene-CCKBR|CCKBR,20,74
gene-LOC123374792|LOC123374792,445,299
gene-LOC123374800|LOC123374800,259,11
gene-RRP8|RRP8,190,638
gene-LOC123374810|LOC123374810,4893,2
gene-LOC123363112|LOC123363112,45,167
gene-DCHS1|DCHS1,173,271
gene-ILK|ILK,1507,557
gene-TAF10|TAF10,971,746
gene-TPP1|TPP1,2656,758
gene-LCMT2|LCMT2,120,291
gene-LOC123374894|LOC123374894,1670,19
gene-DNHD1|DNHD1,15,46
gene-LOC123374982|LOC123374982,0,368
gene-LOC123363115|LOC123363115,389,721
gene-TIMM10B|TIMM10B,203,1628
gene-ARFIP2|ARFIP2,599,1337
gene-TRIM3|TRIM3,525,76
gene-LOC123375023|LOC123375023,8123,5
gene-LOC123375027|LOC123375027,240,22
gene-LOC123363122|LOC123363122,465,360
gene-LOC123363123|LOC123363123,20,87
gene-LOC123375042|LOC123375042,15,0
gene-LOC123354184|LOC123354184,0,3
gene-LOC123375050|LOC123375050,526,1173
gene-LOC123375072|LOC123375072,205,1281
gene-LOC123375078|LOC123375078,116,585
gene-LOC123362062|LOC123362062,2,0
gene-LOC123353746|LOC123353746,26,230
gene-LOC123362145|LOC123362145,6,121
gene-LOC123366519|LOC123366519,5,24
gene-LOC123363367|LOC123363367,4,36
gene-LOC123354649|LOC123354649,0,9
gene-LOC123363370|LOC123363370,54,39
gene-LOC123363374|LOC123363374,17,4
gene-LOC123351509|LOC123351509,91,37
gene-LOC123375089|LOC123375089,149,2405
gene-LOC123375114|LOC123375114,40,83
gene-LOC123375099|LOC123375099,219,1387
gene-LOC123375108|LOC123375108,487,74
gene-LOC123375157|LOC123375157,6,536
gene-LOC123375139|LOC123375139,26,56
gene-LOC123375132|LOC123375132,237,418
gene-LOC123375126|LOC123375126,164,1088
gene-LOC123375171|LOC123375171,34,195
gene-LOC123365044|LOC123365044,189,2124
gene-LOC123363391|LOC123363391,0,22
gene-LOC123366737|LOC123366737,0,0
gene-LOC123363400|LOC123363400,0,0
gene-LOC123361884|LOC123361884,15,8
gene-LOC123375187|LOC123375187,0,0
gene-LOC123375261|LOC123375261,853,23
gene-LOC123363406|LOC123363406,0,0
gene-LOC123351724|LOC123351724,46,11
gene-LOC123375276|LOC123375276,1738,1168
gene-LOC123351810|LOC123351810,155,1551
gene-LOC123375279|LOC123375279,62,0
gene-LOC123351818|LOC123351818,313,144
gene-LOC123352827|LOC123352827,50,0
gene-LOC123363575|LOC123363575,444,3696
gene-LOC123364684|LOC123364684,13,0
gene-LOC123365429|LOC123365429,0,0
gene-LOC123362665|LOC123362665,8,900
gene-LOC123364259|LOC123364259,1944,1161
gene-LOC123365387|LOC123365387,1,0
gene-LOC123362509|LOC123362509,107,2245
gene-LOC123364091|LOC123364091,124,1292
gene-LOC123364089|LOC123364089,2,2743
gene-GFUS|GFUS,507,1323
gene-LOC123365107|LOC123365107,9,1
gene-LOC123364745|LOC123364745,8087,4110
gene-LOC123364877|LOC123364877,183,517
gene-MAPK15|MAPK15,171,994
gene-FAM83H|FAM83H,307,444
gene-IQANK1|IQANK1,20,18
gene-SCRIB|SCRIB,1568,1162
gene-PUF60|PUF60,1951,7050
gene-NRBP2|NRBP2,5605,2079
gene-LOC123362584|LOC123362584,31,0
gene-PARP10|PARP10,232,1326
gene-LOC123364833|LOC123364833,21,0
gene-GRINA|GRINA,1613,12454
gene-OPLAH|OPLAH,40,30
gene-EXOSC4|EXOSC4,334,859
gene-GPAA1|GPAA1,1145,1761
gene-LOC123364828|LOC123364828,0,36
gene-LOC123365135|LOC123365135,0,0
gene-PLEC|PLEC,9483,1636
gene-EPPK1|EPPK1,108,761
gene-LOC123364826|LOC123364826,3953,4732
gene-SHARPIN|SHARPIN,366,1078
gene-MAF1|MAF1,1677,3889
gene-WDR97|WDR97,35,41
gene-LOC123365164|LOC123365164,101,68
gene-LOC123362863|LOC123362863,3,2
gene-HGH1|HGH1,201,859
gene-LOC123364406|LOC123364406,770,8140
gene-MROH1|MROH1,1345,18288
gene-BOP1|BOP1,609,1963
gene-SCX|SCX,0,0
gene-HSF1|HSF1,1612,501
gene-LOC123363989|LOC123363989,2843,1794
gene-DGAT1|DGAT1,587,11475
gene-LOC123363653|LOC123363653,248,727
gene-LOC123362827|LOC123362827,4,6
gene-LOC123362825|LOC123362825,92,587
gene-LOC123365187|LOC123365187,0,0
gene-LOC123362826|LOC123362826,75,560
gene-LOC123365185|LOC123365185,90,58
gene-SLC52A2|SLC52A2,145,52
gene-LOC123362829|LOC123362829,3682,26
gene-LOC123362834|LOC123362834,190,2
gene-LOC123362833|LOC123362833,283,2
gene-LOC123362831|LOC123362831,35835,53
gene-LOC123365189|LOC123365189,12081,30
gene-LOC123362823|LOC123362823,6384,22
gene-LOC123362835|LOC123362835,56953,109
gene-ADCK5|ADCK5,69,175
gene-SLC39A4|SLC39A4,24,1
gene-CPSF1|CPSF1,1867,3167
gene-VPS28|VPS28,1620,1581
gene-TONSL|TONSL,144,877
gene-LOC123362896|LOC123362896,89,605
gene-LOC123364356|LOC123364356,110,24
gene-LOC123364357|LOC123364357,146,71
gene-CYHR1|CYHR1,1545,1088
gene-KIFC2|KIFC2,6,136
gene-LOC123364355|LOC123364355,486,71
gene-PPP1R16A|PPP1R16A,540,1782
gene-GPT|GPT,21290,56
gene-LOC123364343|LOC123364343,568,0
gene-MFSD3|MFSD3,10,503
gene-RECQL4|RECQL4,93,4153
gene-LRRC14|LRRC14,185,534
gene-LOC123364352|LOC123364352,145,2922
gene-LOC123364345|LOC123364345,4,0
gene-LRRC24|LRRC24,73,103
gene-LOC123365484|LOC123365484,0,1
gene-C2H8orf82|C2H8orf82,1038,172
gene-ARHGAP39|ARHGAP39,65,633
gene-LOC123362504|LOC123362504,510,1225
gene-LOC123364927|LOC123364927,2,3203
gene-LOC123364928|LOC123364928,115,758
gene-LOC123365174|LOC123365174,197,1617
gene-LOC123365490|LOC123365490,0,1
gene-LOC123365473|LOC123365473,0,1
gene-LOC123365218|LOC123365218,297,0
gene-LOC123365225|LOC123365225,89080,31
gene-LOC123363714|LOC123363714,2,4
gene-NAPRT|NAPRT,764,33
gene-LOC123364496|LOC123364496,16,2505
gene-LOC123364567|LOC123364567,6,2497
gene-LOC123363874|LOC123363874,1614,7287
gene-LOC123364160|LOC123364160,1618,158
gene-MROH6|MROH6,16,8
gene-LOC123364796|LOC123364796,11782,4675
gene-LOC123362518|LOC123362518,0,0
gene-LOC123362520|LOC123362520,0,0
gene-LOC123365228|LOC123365228,5996,3147
gene-LOC123365270|LOC123365270,5,2
gene-ZC3H3|ZC3H3,695,2600
gene-LOC123364164|LOC123364164,0,0
gene-RHPN1|RHPN1,259,379
gene-TOP1MT|TOP1MT,360,2414
gene-THEM6|THEM6,11,739
gene-LOC123365019|LOC123365019,0,0
gene-LOC123362669|LOC123362669,656,724
gene-LOC123365018|LOC123365018,704,872
gene-LOC123365160|LOC123365160,0,0
gene-ARC|ARC,2,0
gene-LOC123365317|LOC123365317,3,3
gene-TSNARE1|TSNARE1,330,191
gene-PTP4A3|PTP4A3,486,1354
gene-LOC123364788|LOC123364788,514,54
gene-SLC45A4|SLC45A4,1836,11311
gene-DENND3|DENND3,644,11010
gene-PTK2|PTK2,757,1837
gene-AGO2|AGO2,221,389
gene-LOC123365016|LOC123365016,1,8
gene-CHRAC1|CHRAC1,375,5360
gene-RPLP1|RPLP1,11224,1050
gene-LOC123365371|LOC123365371,3,0
gene-COL22A1|COL22A1,70,201
gene-TRAPPC9|TRAPPC9,273,2970
gene-KHDRBS3|KHDRBS3,0,249
gene-LOC123365052|LOC123365052,81,1363
gene-ZFAT|ZFAT,366,3968
gene-LOC123364074|LOC123364074,0,0
gene-ST3GAL1|ST3GAL1,412,1116
gene-LOC123362932|LOC123362932,17,0
gene-LOC123362930|LOC123362930,0,0
gene-NDRG1|NDRG1,5586,10566
gene-TG|TG,25,30
gene-SLA|SLA,1177,44
gene-TMEM71|TMEM71,42,36
gene-PHF20L1|PHF20L1,537,2232
gene-DNAAF11|DNAAF11,9,379
gene-LOC123364626|LOC123364626,0,23
gene-KCNQ3|KCNQ3,0,4
gene-EFR3A|EFR3A,664,2393
gene-LOC123365511|LOC123365511,0,0
gene-LOC123365509|LOC123365509,0,0
gene-LOC123365175|LOC123365175,0,0
gene-LOC123365176|LOC123365176,7,0
gene-ADCY8|ADCY8,12,95
gene-LOC123363918|LOC123363918,0,7
gene-ASAP1|ASAP1,619,787
gene-CYRIB|CYRIB,593,2677
gene-LOC123363595|LOC123363595,52,33
gene-LOC123364405|LOC123364405,3,372
gene-MYC|MYC,441,2745
gene-LOC123362704|LOC123362704,0,103
gene-LRATD2|LRATD2,147,4144
gene-TRIB1|TRIB1,620,1979
gene-SQLE|SQLE,34,873
gene-NSMCE2|NSMCE2,468,535
gene-WASHC5|WASHC5,1501,2722
gene-MTSS1|MTSS1,2165,1569
gene-NDUFB9|NDUFB9,1967,2145
gene-TATDN1|TATDN1,264,519
gene-RNF139|RNF139,504,1390
gene-TMEM65|TMEM65,525,1567
gene-FER1L6|FER1L6,13,34
gene-FAM91A1|FAM91A1,813,1882
gene-ANXA13|ANXA13,412,0
gene-KLHL38|KLHL38,822,89
gene-FBXO32|FBXO32,880,579
gene-NTAQ1|NTAQ1,18,164
gene-ATAD2|ATAD2,129,14877
gene-LOC123363530|LOC123363530,47,67
gene-ZHX1|ZHX1,545,1786
gene-C2H8orf76|C2H8orf76,186,1319
gene-LOC123364739|LOC123364739,0,0
gene-TBC1D31|TBC1D31,332,1391
gene-DERL1|DERL1,1347,3421
gene-ZHX2|ZHX2,899,353
gene-HAS2|HAS2,4,78
gene-SNTB1|SNTB1,3231,169
gene-LOC123363974|LOC123363974,142,1542
gene-MRPL13|MRPL13,1802,2318
gene-COL14A1|COL14A1,11,606
gene-LOC123364794|LOC123364794,78,7
gene-DEPTOR|DEPTOR,712,66
gene-DSCC1|DSCC1,249,1343
gene-TAF2|TAF2,982,1155
gene-LOC123364983|LOC123364983,0,6
gene-CCN3|CCN3,15,1717
gene-ENPP2|ENPP2,5201,7938
gene-COLEC10|COLEC10,1996,12
gene-TNFRSF11B|TNFRSF11B,90,15
gene-MAL2|MAL2,430,309
gene-MED30|MED30,124,307
gene-SLC30A8|SLC30A8,6,16
gene-SAMD12|SAMD12,91,620
gene-LOC123363541|LOC123363541,0,0
gene-EXT1|EXT1,877,4073
gene-UTP23|UTP23,84,3012
gene-RAD21|RAD21,1418,3722
gene-EIF3H|EIF3H,5181,3174
gene-TRPS1|TRPS1,102,135
gene-LOC123365091|LOC123365091,0,0
gene-KCNV1|KCNV1,0,6
gene-SYBU|SYBU,8,69
gene-EBAG9|EBAG9,744,5668
gene-ENY2|ENY2,455,893
gene-NUDCD1|NUDCD1,398,923
gene-EMC2|EMC2,277,982
gene-LOC123364207|LOC123364207,0,0
gene-RSPO2|RSPO2,0,17
gene-ANGPT1|ANGPT1,198,302
gene-EIF3E|EIF3E,14828,8710
gene-OXR1|OXR1,1152,3428
gene-LOC123365027|LOC123365027,0,0
gene-LOC123362740|LOC123362740,0,0
gene-ZFPM2|ZFPM2,89,40
gene-LRP12|LRP12,242,413
gene-LOC123364284|LOC123364284,140,68
gene-DPYS|DPYS,16951,0
gene-LOC123363680|LOC123363680,11,0
gene-RIMS2|RIMS2,4,1388
gene-LOC123363517|LOC123363517,0,0
gene-DCAF13|DCAF13,1534,10148
gene-SLC25A32|SLC25A32,123,1594
gene-FZD6|FZD6,807,537
gene-CTHRC1|CTHRC1,6,0
gene-ATP6V1C1|ATP6V1C1,831,4727
gene-AZIN1|AZIN1,1439,1833
gene-KLF10|KLF10,249,5985
gene-LOC123364631|LOC123364631,19,28
gene-RRM2B|RRM2B,746,3141
gene-UBR5|UBR5,2075,9434
gene-GRHL2|GRHL2,5,65
gene-NCALD|NCALD,143,860
